Question_ID,Question,KC,label
2235,"Question: Paige had one hundred ten homework problems. She finished forty-seven of them but still had seven pages of problems to do. If each page has the same number of problems on it, how many problems are on each page?
Solution: 9 (problems)
Steps: (110-47)/7=9",3.OA.D.8,19
1316,"Question: If a number is subtracted from 32, the digits of 32 are interchanged. Find the number.
Solution: 55
Steps: x:The number; x-32=23",6.EE.B.6,35
1763,"Question: A delivery driver had to make three more stops on his route. At each stop he had to drop off nine boxes. How many boxes does he have?
Solution: 27 (boxes)
Steps: 3*9=27",3.OA.A.3,18
1038,"Question: The difference between two numbers is 24. The smaller number is 46. What is the larger number?
Solution: 70
Steps: 46+24=70",2.OA.A.1,9
1391,"Question: Nancy bought a soft drink for 4 dollars and 6 candy bars. She spent a total of 28 dollars. How much did each candy bar cost ?
Solution: 4 (dollars)
Steps: y:Dollars of each candy bar; 4*1+6y=28",6.EE.B.6,35
261,"Question: Christmas is near. Mr. Anderson, president of Nice People Inc. organized a charity event to share happiness to the less fortunate people. The first thing that he did is to visit an orphanage. There he dressed up as Santa and gave toys to the children. If he gave 134 toy cars to the boys and 269 dolls to the girls, how many toys did he give to all?
Solution: 403 (toys)
Steps: 134+269=403",2.NBT.B.7,8
1401,"Question: In an isosceles triangle, the base angles are equal. The vertex angle is twice either base angle. What are the angles of the triangle?
Solution: 45 (degrees); 45 (degrees); 90 (degrees)
Steps: 2x+x+x=180",6.EE.B.6,35
52,"Question: Shelby's teacher gives out gold stars for great math work. Yesterday, Shelby earned 4 gold stars. Today, she earned 3 more. How many gold stars did Shelby earn in all?
Solution: 7 (gold stars)
Steps: 4+3=7",K.OA.A.2,49
560,"Question: Beth has 4 packs of crayons. Each pack has 10 crayons in it. She also has 6 extra crayons. How many crayons does Beth have altogether?
Solution: 46 (crayons)
Steps: (4*10)+6=46",3.OA.D.8,19
1429,"Question: A sailor goes 8 km downstream in 40 minutes and comes back in 1 hour. Determine the speed of the sailor in still water and the speed of current.
Solution: 10 (km/hour); 2 (km/hour)
Steps: x:Speed of sailor in still water; y:Speed of current; 8/(x+y)=40/60; 8/(x-y)=1",8.EE.C.8,47
1582,"Question: Edward had 763 baseball cards in 7 binders. If each binder has the same number of cards, how many cards are in each binder?
Solution: 109 (cards)
Steps: 763/7=109",4.NBT.B.6,26
613,"Question: On Friday, 1,250 people visited the zoo. Three times as many people visited on Saturday than on Friday. How many people visited the zoo on Saturday?
Solution: 3750 (people)
Steps: 1250*3=3750",4.NBT.B.5,25
1861,"Question: Paige had eleven pencils. After using some she had four left. How many did she use?
Solution: 7 (pencils)
Steps: 11-4=7",1.OA.A.1,1
935,"Question: Tripp and Charlotte are going on a 36 mile hike. Tripp's backpack weighs 25 pounds. Charlotte's back pack weighs 7 pounds less. They hiked 9 miles the first day. How many miles do they have left?
Solution: 27 (miles)
Steps: 36-9=27",2.OA.A.1,9
1395,"Question: Vidya's mother's age is 5 years more than the three times of Vidya's present age. Find Vidya's present age, if her mother is 44 years old.
Solution: 13 (years old)
Steps: x:Vidya's present age; 3*x+5=44",6.EE.B.6,35
1565,"Question: The roller coaster at the state fair costs six tickets per ride. If you had eight hundred sixty-eight tickets, how many tickets would you have left if you rode it as many times as you could?
Solution: 4 (tickets)
Steps: 868/6=144 r4",4.NBT.B.6,26
1777,"Question: Katie had 9 math problems for homework. If she finished 5 of them on the bus ride home, how many more did she have to do?
Solution: 4 (math problems)
Steps: 9-5=4",K.OA.A.2,49
1042,"Question: Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall. How tall is Fred?
Solution: 59 (inches)
Steps: 98-39=59",2.OA.A.1,9
1669,"Question: A student finished 45 of her homework problems in class. If the ratio of problems she finished to problems she still had left was 9:4, how many homework problems did she have total?
Solution: 65 (homework problems)
Steps: 9:13=45:65",6.RP.A.3,40
1182,"Question: While organizing the magazines at the doctor's office, Blanca put 3 magazines in the first pile, 4 magazines in the second pile, 6 magazines in the third pile, and 9 magazines in the fourth pile. If this pattern continues, how many magazines will Blanca put in the fifth pile?
Solution: 13 (magazines)
Steps: 3, 4, 6, 9, 13",4.OA.C.5,31
1100,"Question: Payton leaves to go on an 85 minute bike ride at 3:27 p.m. Payton's family eats dinner at 5:45 p.m. How much time will Payton have between finishing her bike ride and eating dinner?
Solution: 53 (minutes)
Steps: 3*60 (min/hour) + 27 (min) = 207 (min); 207 (min) + 85 (min) = 292 (min); (5*60 (min/hour) + 45 (min)) - 292 (min) = 53 (min)",4.MD.A.2,21
1852,"Question: A baker sold twelve cakes. Now he has three cakes. How many cakes did the baker have to start with?
Solution: 15 (cakes)
Steps: 12+3=15",1.OA.A.1,1
2092,"Question: Jessica wants of make a garland out of 8 roses, 12 daisies and 48 marigolds. How many arrangements can she make with those flowers so that, there is no flower left.
Solution: 4 (arrangements)
Steps: GCD(8,12,48)=4",6.NS.B.4,38
454,"Question: When they arrived at HappyLand, they immediately went in and bought their tickets. If each ticket cost $17.00 and they bought 8 tickets, how much did they spend on tickets?
Solution: 136 (dollars)
Steps: 17*8=136",4.NBT.B.5,25
1973,"Question: A chef was making soups. She made 2 bowls of chicken soup, 2 bowls of mushroom soup and 7 bowls of tomato soup. How many bowls of soup did she make total?
Solution: 11 (bowls of soup)
Steps: 2+2+7=11",1.OA.A.2,2
235,"Question: On the day of the awarding ceremony, Robyn and Lucy decided to sell more cookies during the morning to make sure they get the badge. Lucy sold 19 packs and Robyn sold 16. How many packs did they sell on their last day?
Solution: 35 (packs)
Steps: 19+16=35",2.OA.A.1,9
821,"Question: There are 315 cups of puddings to be distributed to 218 students. If each of them wants an equal number of pudding cups, at least how many more pudding cups are needed?
Solution: 121 (pudding cups)
Steps: 315/218=1 r97; 218-97=121",6.NS.B.2,37
821,"Question: There are 315 cups of puddings to be distributed to 218 students. If each of them wants an equal number of pudding cups, at least how many more pudding cups are needed?
Solution: 121 (pudding cups)
Steps: 315/218=1 r97; 218-97=121",2.NBT.B.7,8
481,"Question: One bright sunny day, Betty decided to make bracelets from beautiful stones she bought from a local store. She bought 88 pink flower stones and wanted to make 8 bracelets out of these stones. How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet?
Solution: 11 (pink flower stones)
Steps: 88/8=11",3.OA.A.3,18
538,"Question: Each day you put a bag of garbage that weighs 55 pounds in the dumpster. How many pounds of garbage will you put in the dumpster in 4 weeks?
Solution: 1540 (pounds of garbage)
Steps: (4*7)*55=1540",5.NBT.B.5,32
2220,"Question: Kaleb was collecting cans for recycling. On Saturday he filled five bags up and on Sunday he filled five more bags. If each bag had four cans in it, how many cans did he pick up total?
Solution: 40 (cans)
Steps: (5+5)*4=40",3.OA.D.8,19
670,"Question: It takes 3 eggs to make a cake. How many cakes can you make with 37 eggs?
Solution: 12 (cakes)
Steps: 37/3=12 r1",4.NBT.B.6,26
1118,"Question: Students at Memorial School voted for their favorite snack. For every 5 students that voted for candy, 2 students voted for popcorn. There were a total of 45 votes for candy. How many fewer students voted for popcorn than candy?
Solution: 27 (students)
Steps: 45-18=27",2.OA.A.1,9
1118,"Question: Students at Memorial School voted for their favorite snack. For every 5 students that voted for candy, 2 students voted for popcorn. There were a total of 45 votes for candy. How many fewer students voted for popcorn than candy?
Solution: 27 (students)
Steps: 45-18=27",6.RP.A.3,40
1428,"Question: Tara can row downstream 20 km in 2 hours, and upstream 4 km in 2 hours. Find her speed of rowing in still water and the speed of the current.
Solution: 6 (km/hour); 4 (km/hour)
Steps: x:Speed of rowing in still water; y:Speed of current; 20/(x+y)=2; 4/(x-y)=2",8.EE.C.8,47
1970,"Question: On a table there were 2 green apples, 3 red apples and 14 yellow apples. How many apples were on the table?
Solution: 19 (apples)
Steps: 2+3+14=19",1.OA.A.2,2
92,"Question: Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles. How many noodles did Daniel have to begin with?
Solution: 66 (noodles)
Steps: 54+12=66",2.OA.A.1,9
2177,"Question: Robin had 30 songs on her mp3 player. If she deleted 8 old songs from it and then added 10 new songs, how many songs does she have on her mp3 player?
Solution: 32 (songs)
Steps: 30-8+10=32",2.OA.A.1,9
1635,"Question: An island in the Atlantic Ocean was 2 miles wide and 6 miles long. What is the area of the island?
Solution: 12 (square miles)
Steps: 2*6=12",4.MD.A.3,22
1810,"Question: Bianca was practicing for a marathon. To prepare she ran 8 miles the first day and 4 miles the next day. How many miles did Bianca run altogether?
Solution: 12 (miles)
Steps: 8+4=12",1.OA.A.1,1
486,"Question: On the first Saturday of spring, Jane woke up early to enjoy the whole day and help with chores at home. Jane had been saving large empty cans to serve as pots for sunflowers. If she has 54 sunflower seeds and there are 9 cans, how many seeds will be placed in each can if she places an equal number of seeds in each can?
Solution: 6 (seeds)
Steps: 54/9=6",3.OA.A.3,18
295,"Question: Her last stop was the post office. There she sent her rock collection to the Geological Museum in London. She was left with her 15 favorite stones after sending away a part of her collection. If she originally has 78 stones in her collection, how many did she send away?
Solution: 63 (stones)
Steps: 78-15=63",2.OA.A.1,9
1426,"Question: The sum of the digits of a two digit number is 8 and the difference between the number and that formed by reversing the digits is 18. Find the number.
Solution: 53
Steps: x:The number of the tens digital; y:The number of the units digital; x+y=8; (10x+y)-(10y+x)=18",8.EE.C.8,47
2016,"Question: Edeena is packing equal numbers of apple slices and grapes for snacks. Edeena bags the apple slices in groups of 18 and the grapes in groups of 9. What is the smallest number of grapes that she can pack?
Solution: 18 (grapes)
Steps: LCM[18,9]=18",6.NS.B.4,38
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",6.EE.B.6,35
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",3.OA.A.3,18
1453,"Question: In a 2-digit number, the tens digit is 4 times the units digit. When the digits are reversed, the new number formed is 54 less than the original number. Find the original number.
Solution: 82
Steps: x:The units digit; ((4x*10)+(x*1))-((x*10)+(4x*1))=54; (2*4)*10+2=82",2.OA.A.1,9
36,"Question: At Mrs. Hilt's house, there was 29 inches of snow, and Brecknock Elementary School received 17 inches of snow. How much more snow did Mrs. Hilt's house have?
Solution: 12 (inches of snow)
Steps: 29-17=12",2.OA.A.1,9
1172,"Question: Jared is reviewing his cell phone bill. When he gets to the text message part, he notices that he sent 1 text message in November, 2 text messages in December, 4 text messages in January, and 8 text messages in February. If this pattern continues, how many text messages will Jared send in March?
Solution: 16 (text messages)
Steps: 2, 4, 8, 16",4.OA.C.5,31
2279,"Question: There are 25 pencils in Frances's pencil collection. If the pencils are organized into 5 groups, how big is each group?
Solution: 5 (pencils)
Steps: 25/5=5",3.OA.A.3,18
1941,"Question: Janet had eighty-five paper clips on the desk when she woke up in the morning. Before going to bed, she found there were twenty-six left. How many paper clips did she use today?
Solution: 59 (paper clips)
Steps: 85-26=59",2.OA.A.1,9
634,"Question: Mrs. Hilt has a picture frame that is 12 inches high and 10 inches long. What is the perimeter of that picture frame?
Solution: 44 (inches)
Steps: (12+10)+(12+10)=44",3.MD.D.8,12
156,"Question: Mrs. Hilt had 43 cents. She bought a pencil for 20 cents and a piece of candy for 5 cents. How much money did she have left?
Solution: 18 (cents)
Steps: 43-20-5=18",2.OA.A.1,9
458,"Question: One of his favorites is a book called Encyclopedia of Life and Everything Else. The book has 7 large chapters, each having 566 pages. How many pages does the encyclopedia have in total?
Solution: 3962 (pages)
Steps: 7*566=3962",4.NBT.B.5,25
433,"Question: Bryan took a look at his books as well. If he has 56 books in each of his 9 bookshelves, how many books does he have in total?
Solution: 504 (books)
Steps: 56*9=504",4.NBT.B.5,25
1945,"Question: A pet store had eighty-five gerbils. If they sold sixty-nine of them, how many would they have left?
Solution: 16 (gerbils)
Steps: 85-69=16",2.OA.A.1,9
474,"Question: Aside from drawing animals, Shiela is fond of painting flowers. If she has 18 paintings of flowers, how many paintings can she give to each of her two grandmothers?
Solution: 9 (paintings)
Steps: 18/2=9",3.OA.A.3,18
1717,"Question: If you have 2 quarters, 1 dime and 3 pennies, how much money do you have?
Solution: 0.63 (dollars)
Steps: (2 (quarter)*25 (cent/quarter) + 1 (dime)*10 (cent/dime) + 3 (penny)*1 (cent/penny))/100 (cent/dollar)= 0.63 (dollar)",4.MD.A.2,21
163,"Question: Zach scored 42 points in the football game. Ben scored 21 points. How many more points did Zach score?
Solution: 21 (points)
Steps: 42-21=21",2.OA.A.1,9
1619,"Question: A piece of plywood was cut so its length was 6 feet by 5 feet. What is the perimeter of the wood?
Solution: 22 (feet)
Steps: (6+5)*2=22",3.MD.D.8,12
1279,"Question: A pet store had sixty-eight gerbils. If they sold fourteen of them, what's the difference between the number of gerbils that they had before selling and they sold?
Solution: 54 (gerbils)
Steps: 68-14=54",2.OA.A.1,9
1965,"Question: Roger had 2 new crayons, 4 used crayons and 8 broken crayons. How many crayons did Roger have total?
Solution: 14 (crayons)
Steps: 2+4+8=14",1.OA.A.2,2
1804,"Question: At the fair Dave rode 4 rides the first day he went and 3 rides the second day. How many times did he ride total?
Solution: 7 (times)
Steps: 4+3=7",K.OA.A.2,49
1719,"Question: Billy bought five boxes of books at a yard sale. If each box had seven books, how many books did he buy?
Solution: 35 (books)
Steps: 5*7=35",3.OA.A.3,18
62,"Question: Linda has 34 candies. Chloe has 28. How many candies do they have in all?
Solution: 62 (candies)
Steps: 34+28=62",2.OA.A.1,9
27,"Question: 3 owls were sitting on the fence. 2 more owls joined them. How many owls are on the fence now?
Solution: 5 (owls)
Steps: 3+2=5",K.OA.A.2,49
1687,"Question: A pet store sold 12 siamese cats. If the ratio of siamese cats to house cats sold was 2:1, what is the combined amount of cats sold?
Solution: 18 (cats)
Steps: 2:3=12:18",6.RP.A.3,40
753,"Question: A car dealer sold 14 cars on the first day, 16 cars on the second day, and 27 cars on the third day. How many cars did the car dealer sell on the 3 days?
Solution: 57 (cars)
Steps: 14+16+27=57",2.OA.A.1,9
515,"Question: Lex read another book with 240 pages. If he read the same number of pages for 12 days, how many pages did he read every day?
Solution: 20 (pages)
Steps: 240/12=20",5.NBT.B.6,33
1394,"Question: A man is thrice as old as his son. After 12 years, he will be twice as old as his son. Find their present ages.
Solution: 36 (years old); 12 (years old)
Steps: x:The present age of the man; y:The present age of the man's son; x=3*y; x+12=(y+12)*2",8.EE.C.8,47
1003,"Question: Amelia works at the candy store. She has to sell 90 Jet Bars each week. She sold 45 on Monday. She sold 16 fewer Jet Bars on Tuesday. How many more Jet Bars does Ameila have to sell?
Solution: 16 (Jet Bars)
Steps: (90-45)-(45-16)=16",2.NBT.B.5,6
1241,"Question: Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag, how many more pieces would he need to make sure each bag had the same amount?
Solution: 1 (piece)
Steps: 9/2=4 r1; 2-1=1",4.NBT.B.6,26
1241,"Question: Luke had 9 pieces of candy. If he wants to split the candy into 2 bags with the same amount of candy in each bag, how many more pieces would he need to make sure each bag had the same amount?
Solution: 1 (piece)
Steps: 9/2=4 r1; 2-1=1",K.OA.A.2,49
1682,"Question: A recipe called for the ratio of sugar to flour to be 10:1. If you used 50 ounce of sugar, how many ounces of flour would you need to use?
Solution: 5 (ounces of flour)
Steps: 10:1=50:5",6.RP.A.3,40
297,"Question: Using $85.00 left buying fruits, she decided to buy some cookies. If she spent $16.00 on cookies, how much money was left with her?
Solution: 69 (dollars)
Steps: 85-16=69",2.OA.A.1,9
1709,"Question: At a comic book convention vendor 1 was selling a set of 3 comics for $31.77. Vendor 2 was selling a set of 2 comics for $21.32. Which vendor has the higher unit price?
Solution: Vendor 2
Steps: 31.77/3=10.59(Vendor 1) < 21.32/2=10.66(Vendor 2)",4.NF.C.7,28
1709,"Question: At a comic book convention vendor 1 was selling a set of 3 comics for $31.77. Vendor 2 was selling a set of 2 comics for $21.32. Which vendor has the higher unit price?
Solution: Vendor 2
Steps: 31.77/3=10.59(Vendor 1) < 21.32/2=10.66(Vendor 2)",4.MD.A.2,21
169,"Question: Kate has 223 pennies. John has 388 pennies. How many more pennies does John have?
Solution: 165 (pennies)
Steps: 388-223=165",2.NBT.B.7,8
1884,"Question: While playing a game Edward had fifteen lives. He lost eight lives on a hard level. How many lives does he have left?
Solution: 7 (lives)
Steps: 15-8=7",1.OA.A.1,1
168,"Question: A quarter equals $0.25. How many quarters equal $2.25?
Solution: 9 (quarters)
Steps: 2.25/0.25=9",4.MD.A.2,21
1173,"Question: Malia is picking berries in the berry patch. She picks 3 berries from the first bush, 4 berries from the second bush, 7 berries from the third bush, and 12 berries from the fourth bush. If this pattern continues, how many berries will Malia pick from the fifth bush?
Solution: 19 (berries)
Steps: 3, 4, 7, 12, 19",4.OA.C.5,31
200,"Question: The train left for the station at 9:45 and arrived at 10:00. How long did it take?
Solution: 15 (minutes)
Steps: (10*60 (min/hour) - (9*60 (min/hour) + 45 (min))) = 15 (min)",4.MD.A.2,21
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",2.MD.C.8,4
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",3.OA.A.3,18
31,"Question: Mrs. Hilt has two pennies, two dimes, and two nickels. Jacob has four pennies, one nickel, and one dime. How much more?
Solution: 13 (pennies)
Steps: (2*1  (cent)+2 (dime)*10 (cent/dime) +2 (nickel)*5 (cent/nickel)) - (4*1 (cent)+1 (nickel)*5 (cent/nickel) +1  (dime)*10 (cent/dime)) = 13 (cent)",2.NBT.B.5,6
1403,"Question: Sum of two numbers is 52. If one of the numbers is 10 more than the other, find the numbers.
Solution: 31; 21
Steps: x:The large number; y:The small number; x+y=52; x-y=10",8.EE.C.8,47
493,"Question: Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time, how many trays will she need to prepare 276 oatmeal cookies at a time?
Solution: 23 (trays)
Steps: 276/12=23",4.NBT.B.6,26
1914,"Question: For Halloween Oliver got seventy-eight pounds of candy. After giving some to Janet, he had sixty-eight pounds left. How many pounds did he give to Janet?
Solution: 10 (pounds)
Steps: 78-68=10",2.OA.A.1,9
1913,"Question: A chef had forty-six apples. After making some pies he had fourteen left. How many apples did he use?
Solution: 32 (apples)
Steps: 46-14=32",2.OA.A.1,9
2239,"Question: For Halloween Bianca received seventeen pieces of candy. She ate two pieces then placed the rest into piles with three in each pile. How many piles could she make?
Solution: 5 (piles)
Steps: (17-2)/3=5",3.OA.D.8,19
2148,"Question: For Halloween Frank got ten pounds of candy and Gwen got seven pounds of candy. What is the combined weight they received?
Solution: 17 (pounds)
Steps: 10+7=17",1.OA.A.1,1
1579,"Question: Sarah is making bead necklaces. She has 945 beads and is making 7 necklaces with each necklace using the same number of beads. How many beads will each necklace use?
Solution: 135 (beads)
Steps: 945/7=135",4.NBT.B.6,26
1275,"Question: A farmer had seventeen tomatoes from his garden. If he picked nine of them, what's the difference between the number of tomatoes before picking and he picked?
Solution: 8 (tomatoes)
Steps: 17-9=8",1.OA.A.1,1
1586,"Question: Debby bought 355 bottles of water when they were on sale. If she drank 5 bottles a day, how many days would they last her?
Solution: 71 (days)
Steps: 355/5=71",4.NBT.B.6,26
221,"Question: Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles. How many eagles are on display that day?
Solution: 65 (eagles)
Steps: 20+15+30=65",2.OA.A.1,9
135,"Question: Maria had twenty-five pieces of gum. Tommy gave her sixteen more pieces. Luis gave her twenty more pieces. How many pieces of gum does Maria have now?
Solution: 61 (pieces of gum)
Steps: 25+16+20=61",2.OA.A.1,9
468,"Question: Christian's father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood, how many sacks were they able to fill if they gathered 80 pieces of wood?
Solution: 4 (sacks)
Steps: 80/20=4",3.OA.A.3,18
689,"Question: There are 2 green books, 1 blue book, and 4 orange books in a bookshelf. If 3 of them are taken out to be read, how many books are left on the bookshelf?
Solution: 4 (books)
Steps: 2+1+4-3=4",K.OA.A.2,49
1762,"Question: Tiffany was sending out birthday invitations to her friends. She sent out nine on Monday and eight on Tuesday. How many did she send total?
Solution: 17 (birthday invitations)
Steps: 9+8=17",1.OA.A.1,1
1476,"Question: A mountain cabin on 1 acre of land costs $30,000. If the land cost 4 times as much as the cabin, what was the cost of each?
Solution: 6000 (dollars); 24000 (dollars)
Steps: x:The cost of the cabin; y:The cost of the land; x+y=30000; 4x=y",6.EE.B.6,35
620,"Question: The farmer had 127 apples. He gave 88 apples to his neighbor. How many apples does he have now?
Solution: 39 (apples)
Steps: 127-88=39",2.NBT.B.7,8
210,"Question: On the actual day of Annie's birthday, almost everyone in her class came to surprise her. If Annie has 15 girl classmates, 20 boy classmates and 3 teachers in her class, how many people attended her birthday party?
Solution: 38 (people)
Steps: 15+20+3=38",2.OA.A.1,9
308,"Question: If Carl has a total of 89 stamps and Kevin has 57, how many more stamps does Carl have more than Kevin?
Solution: 32 (stamps)
Steps: 89-57=32",2.OA.A.1,9
589,"Question: There are 10 stickers on a page. If you have 22 pages of stickers, how many stickers do you have?
Solution: 220 (stickers)
Steps: 10*22=220",3.OA.A.3,18
678,"Question: Mrs. Hilt bought 15 books. She paid $11 for each book. She later sold all 15 books for $25 each. What is the difference between the total amount of money Mrs. Hilt sold the books for and the total amount of money she paid for the books?
Solution: 210 (dollars)
Steps: (15*25)-(15*11)=210",4.OA.A.3,29
1920,"Question: Mike had fifty-one books, but he sold forty-five at a garage sale. How many books does Mike still have?
Solution: 6 (books)
Steps: 51-45=6",2.OA.A.1,9
338,"Question: After buying a dress, he went to a gardening store and bought his mom some ornamental plants. If the plants originally cost $467.00 and he was able to get a $399.00 discount, how much did he actually spend on buying the plants?
Solution: 68 (dollars)
Steps: 467-399=68",2.NBT.B.7,8
960,"Question: Rachel baked some brownies. She brought 16 brownies to school that day. She left 24 brownies at home. How many brownies did Rachel bake?
Solution: 40 (brownies)
Steps: 16+24=40",2.OA.A.1,9
1602,"Question: A mailman has to give out 192 pieces of junk mail. If he goes to 4 blocks, how many pieces of junk mail should he give each block?
Solution: 48 (pieces of junk mail)
Steps: 192/4=48",4.NBT.B.6,26
2283,"Question: There are 560 bottle caps in Terry's bottle cap collection. If the bottle caps are organized into 80 groups, how big is each group?
Solution: 7 (bottle caps)
Steps: 560/80=7",5.NBT.B.6,33
612,"Question: There were 3,409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?
Solution: 3264 (pieces of candy)
Steps: 3409-145=3264",4.NBT.B.4,24
605,"Question: If each ball costs $1.54, how much must Kyoko pay for three balls?
Solution: 4.62 (dollars)
Steps: 1.54*3=4.62",4.MD.A.2,21
1319,"Question: Consider two-third of number and add up six to it. The result is ten. Find the unknown number.
Solution: 6
Steps: x:The unknown number; (2/3)*x+6=10",6.EE.B.6,35
767,"Question: A bus can transport 48 passengers. If a school of 1,230 students and teachers are going on a field trip, how many passengers are there on the bus that is not fully occupied?
Solution: 30 (passengers)
Steps: 1230/48=25 r30",5.NBT.B.6,33
1243,"Question: George bought 17 pieces of candy to give to 5 of his friends. If he wants to give each friend the same amount, how many pieces would he have left over?
Solution: 2 (pieces)
Steps: 17/5=3 r2",4.NBT.B.6,26
1127,"Question: Terry cut a rope 35 inches long into two pieces in the ratio 3:4. What is the length of the longer piece?
Solution: 20 (inches)
Steps: 7:4=35:20",6.RP.A.3,40
1803,"Question: Oliver won 11 tickets playing games at the arcade. If he spent 5 tickets buying a water gun, how many tickets did he still have?
Solution: 6 (tickets)
Steps: 11-5=6",1.OA.A.1,1
1475,"Question: The perimeter of a college basketball court is 96 meters and the length is 14 meters more than the width. What are the dimensions?
Solution: 17 (meters); 31 (meters)
Steps: x:The length of the court; y:The width of the court; 2x+2y=96; x=y+14",3.MD.D.8,12
1475,"Question: The perimeter of a college basketball court is 96 meters and the length is 14 meters more than the width. What are the dimensions?
Solution: 17 (meters); 31 (meters)
Steps: x:The length of the court; y:The width of the court; 2x+2y=96; x=y+14",7.EE.B.4,43
1475,"Question: The perimeter of a college basketball court is 96 meters and the length is 14 meters more than the width. What are the dimensions?
Solution: 17 (meters); 31 (meters)
Steps: x:The length of the court; y:The width of the court; 2x+2y=96; x=y+14",8.EE.C.8,47
1846,"Question: Robin's hair was fifteen inches long. If she cut off five inches, how long is her hair now?
Solution: 10 (inches)
Steps: 15-5=10",1.OA.A.1,1
2237,"Question: Faye's team won their baseball game and scored sixty-eight points total. If Faye scored twenty-eight of the points and everyone else scored eight points each, how many players were on her team?
Solution: 5 (players)
Steps: (68-28)/8=5",3.OA.8,16
863,"Question: In a basket, there are 24 good oranges and rest are bad oranges. The ratio of good oranges to the bad oranges is 3:1, find the number of bad oranges.
Solution: 8 (bad oranges)
Steps: 3:1=24:8",6.RP.A.3,40
1643,"Question: A farm was 7 miles wide and 8 miles long. What is the area of the farm?
Solution: 56 (square meters)
Steps: 7*8=56",4.MD.A.3,22
502,"Question: Matt and his friends were thinking of making Christmas decors for the clubhouse in their neighborhood. They are to repaint 350 balls in ten different colors. If they painted an equal number of balls for every color, how many balls are there for each color?
Solution: 35 (balls)
Steps: 350/10=35",5.NBT.B.6,33
1112,"Question: The ratio of the number correct answers to incorrect answers on Sam's math test is 7:3. The difference between correct and incorrect answers is 20. What was the total number of questions on the test?
Solution: 50 (questions)
Steps: (7-3):10=20:50",K.OA.A.2,49
1112,"Question: The ratio of the number correct answers to incorrect answers on Sam's math test is 7:3. The difference between correct and incorrect answers is 20. What was the total number of questions on the test?
Solution: 50 (questions)
Steps: (7-3):10=20:50",6.RP.A.3,40
2147,"Question: Victor had $10. For his allowance he got another $8. How much money does he have total?
Solution: 18 (dollars)
Steps: 10+8=18",1.OA.A.1,1
1790,"Question: Janet's dad took the family out to eat for her birthday. There were 10 people total. There were 8 kids and everyone else was an adult. How many adults were there?
Solution: 2 (adults)
Steps: 10-8=2",K.OA.A.2,49
307,"Question: Carl, on the other hand, was able to collect 74 stamps which are 36 more than what Mark was able to collect. How many stamps was Mark able to collect?
Solution: 38 (stamps)
Steps: 74-36=38",2.OA.A.1,9
1537,"Question: At the carnival, nine friends bought eight hundred sixty-five tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 8 (tickets)
Steps: 865/9=96 r1; 9-1=8",4.NBT.B.6,26
1537,"Question: At the carnival, nine friends bought eight hundred sixty-five tickets. If they wanted to split all the tickets so each friend got the same amount, how many more tickets would they need to buy?
Solution: 8 (tickets)
Steps: 865/9=96 r1; 9-1=8",K.OA.A.2,49
2246,"Question: Wendy earned 5 points for each bag of cans she recycled. If she had 11 bags, but didn't recycle 2 of them, how many points would she have earned?
Solution: 45 (points)
Steps: (11-2)*5=45",3.OA.8,16
1117,"Question: For every 3 sit-ups Peter does, Greg does 4. Peter did 24 sit-ups. How many sit-ups did Greg do?
Solution: 32 (sit-ups)
Steps: 3:4=24:32",6.RP.A.3,40
